,DATE,NCBEILQ027S,FBCELLQ027S,TCMILBSNNCB,WCMITCMFODNS,SLGTCMDODNS,TCMILBSHNO,FGTCMDODNS,bond_sum,equity_sum,equity_allocation
227,2007-01-01,15691548.0,5400282.0,5774.81,1696.392,2825.373,13566.439,5940.824,29803.838000000003,21091.83,0.41441306949738826
228,2007-04-01,16562543.0,5362686.0,5981.358,1806.457,2874.974,13857.797,5819.983,30340.569000000003,21925.229,0.41949477170519806
229,2007-07-01,16923511.0,5076743.0,6175.326,1910.574,2891.244,14094.37,5941.94,31013.454,22000.254,0.41499179797044194
230,2007-10-01,16333228.0,4618268.0,6335.789,1959.704,2939.816,14286.735,6074.315,31596.359,20951.496,0.3987126781863884
231,2008-01-01,15030366.0,4135122.0,6443.803,1980.695,2963.428,14400.054,6259.453,32047.433,19165.488,0.37423149521192123
232,2008-04-01,14870208.0,3688137.0,6576.214,1909.198,2969.99,14350.118,6217.605,32023.125,18558.345,0.3669000722992037
233,2008-07-01,13238762.0,3709865.0,6631.065,1680.613,2966.194,14460.392,6762.926,32501.19,16948.627,0.3427439782031954
234,2008-10-01,10621521.0,2893574.0,6590.666,1562.126,2980.461,14196.975,7376.817,32707.045000000002,13515.095,0.29239440233619646
235,2009-01-01,9603014.0,2366818.0,6513.488,1584.77,3009.467,14092.343,7820.167,33020.235,11969.832,0.26605499387231407
236,2009-04-01,10887220.0,2904354.0,6468.737,1731.339,3042.528,14062.624,8162.894,33468.122,13791.574,0.29182527962092686
237,2009-07-01,12388260.0,3596429.0,6349.359,1891.395,3063.203,14048.976,8557.508,33910.441,15984.689,0.32036571505074746
238,2009-10-01,13049303.0,3604424.0,6181.888,1968.899,3123.325,14033.693,8882.645,34190.45,16653.727,0.32754443050577847
239,2010-01-01,13583850.0,4001228.0,6153.669,2049.308,3156.759,13932.644,9343.729,34636.109,17585.078,0.33674221154720213
240,2010-04-01,12147825.0,3636633.0,6088.346,2040.246,3153.252,13871.04,9692.462,34845.346,15784.458,0.3117621786566664
241,2010-07-01,13458340.0,3925820.0,6130.341,2220.402,3161.22,13809.592,10099.248,35420.803,17384.16,0.32921450962857407
242,2010-10-01,14830039.0,4346866.0,6080.03,2247.711,3218.495,13801.193,10528.562,35875.991,19176.905,0.34833598944549615
243,2011-01-01,15791418.0,4596783.0,6101.312,2340.724,3199.815,13768.01,10774.648,36184.509,20388.201,0.3603893290598948
244,2011-04-01,15672829.0,4548224.0,6182.772,2487.463,3170.025,13713.487,10885.275,36439.022,20221.053,0.3568836257276398
245,2011-07-01,13473596.0,3727090.0,6276.984,2460.318,3168.013,13698.96,11276.944,36881.219,17200.686,0.31804881873151475
246,2011-10-01,14777979.0,4054202.0,6382.835,2469.789,3185.975,13689.038,11667.25,37394.887,18832.181,0.3349308735074004
247,2012-01-01,16452936.0,4749776.0,6424.337,2458.923,3192.329,13627.234,12049.105,37751.928,21202.712,0.3596444995678033
248,2012-04-01,15963823.0,4549556.0,6493.924,2514.21,3207.972,13594.556,12253.605,38064.267,20513.379,0.3501912487231051
249,2012-07-01,16772602.0,4825263.0,6626.571,2674.803,3203.292,13606.025,12503.109,38613.8,21597.865,0.358699016212224
250,2012-10-01,16522480.0,4989183.0,6758.111,2775.457,3185.188,13578.516,12847.828,39145.1,21511.663,0.35464574659218134
251,2013-01-01,18558962.0,5535780.0,6804.363,2840.368,3193.226,13549.394,13195.652,39583.003000000004,24094.742,0.3783856039500142
252,2013-04-01,18864337.0,5763121.0,6934.826,2790.778,3174.735,13570.258,13104.008,39574.605,24627.458,0.38359293843875386
253,2013-07-01,19960482.0,5974611.0,7089.791,2873.005,3149.558,13628.758,13257.919,39999.031,25935.093,0.3933485640910312
254,2013-10-01,21515318.0,6457620.0,7167.223,2897.47,3180.003,13802.481,13705.127,40752.304000000004,27972.938,0.4070256747877294
255,2014-01-01,22189683.0,6653923.0,7291.854,2986.001,3184.428,13791.338,13954.551,41208.172,28843.606,0.41174695094819724
256,2014-04-01,23243541.0,6874853.0,7392.117,3181.421,3171.473,13855.467,13911.001,41511.47900000001,30118.394,0.42047253106256377
257,2014-07-01,23091169.0,6892599.0,7502.504,3172.424,3098.895,13841.652,14141.265,41756.74,29983.768,0.4179475283336438
258,2014-10-01,23969972.0,7355828.0,7654.993,3207.799,3108.63,13906.701,14441.054,42319.176999999996,31325.8,0.4253623434494385
259,2015-01-01,24229479.0,7480319.0,7825.63,3224.431,3132.442,13880.808,14519.909,42583.22,31709.798,0.426820700701646
260,2015-04-01,24032835.0,7534341.0,8038.49,3198.216,3140.25,14005.101,14505.616,42887.673,31567.176,0.42397743631177065
261,2015-07-01,22113478.0,7042121.0,8127.094,3117.947,3131.655,14121.081,14600.73,43098.507,29155.599,0.4035147704962262
262,2015-10-01,23113601.0,7341301.0,8221.099,3101.084,3123.799,14129.519,15165.626,43741.127,30454.902,0.4104653902704146
263,2016-01-01,23506672.0,7170009.0,8395.472,3167.923,3140.305,14138.663,15401.755,44244.118,30676.681,0.4094548030647671
264,2016-04-01,23887214.0,7386854.0,8447.25,3231.372,3161.755,14272.057,15409.707,44522.141,31274.068,0.41260728488412923
265,2016-07-01,24468122.0,7737058.0,8542.896,3255.412,3155.057,14446.678,15668.297,45068.340000000004,32205.18,0.416768642091107
266,2016-10-01,24652951.0,8368735.0,8488.127,3182.663,3155.402,14549.298,16008.291,45383.781,33021.686,0.42116560570961203
267,2017-01-01,26048826.0,8735387.0,8645.908,3318.983,3142.938,14605.625,16005.625,45719.079,34784.213,0.432084355009979
268,2017-04-01,26456799.0,9072990.0,8769.413,3426.608,3139.374,14760.223,15964.128,46059.746,35529.789,0.4354699288333975
269,2017-07-01,27229304.0,9484537.0,8818.978,3531.241,3124.28,14907.146,16267.151,46648.796,36713.841,0.44041122403553523
270,2017-10-01,28747455.0,10054234.0,8989.269,3729.971,3154.759,15103.051,16606.939,47583.989,38801.689,0.4491680785326475
271,2018-01-01,28535012.0,9970481.0,9098.944,3811.252,3136.699,15150.526,17070.617,48268.038,38505.493,0.44374698777672195
272,2018-04-01,29525556.0,10096017.0,9473.792,3798.741,3135.619,15278.37,17114.196,48800.71799999999,39621.573,0.4480948474859128
273,2018-07-01,31242306.0,10497376.0,9547.909,3864.156,3127.583,15446.559,17440.621,49426.827999999994,41739.682,0.45784007745826844
274,2018-10-01,26543606.0,9272131.0,9680.592,3891.069,3115.548,15575.759,17865.026,50127.994000000006,35815.737,0.41673472379271037
275,2019-01-01,30448507.0,10155547.0,9917.199,3934.198,3099.757,15593.034,18143.779,50687.967000000004,40604.054,0.44477111532014385
276,2019-04-01,31228480.0,10644589.0,10038.844,4115.038,3082.381,15786.475,18053.021,51075.759,41873.069,0.45049593309557384
277,2019-07-01,31323741.0,10725196.0,10182.32,4184.85,3079.249,15975.105,18616.233,52037.757000000005,42048.937,0.44691693599097015
278,2019-10-01,33680489.0,11485509.0,10230.245,4248.605,3114.306,16156.544,19039.898,52789.598,45165.998,0.46108644982365277
279,2020-01-01,27002731.0,8676676.0,10992.329,4051.181,3120.9,16205.209,19539.608,53909.227,35679.407,0.39825818752856534
280,2020-04-01,33391061.0,10019295.0,11452.959,4266.519,3142.795,16199.82,22391.682,57453.775,43410.356,0.4303844743380578
281,2020-07-01,36930148.0,10548629.0,11306.487,4346.186,3178.782,16445.094,22920.579,58197.128,47478.777,0.44928668460421517
282,2020-10-01,42497994.0,12410168.0,11243.175,4508.767,3205.568,16701.81,23621.06,59280.380000000005,54908.162,0.4808552682982851
283,2021-01-01,44927528.0,13850755.0,11454.773,4658.097,3230.179,16869.592,23962.809,60175.450000000004,58778.283,0.49412726711149113
284,2021-04-01,48220741.0,15249158.0,11470.275,4845.583,3248.443,17217.702,24321.359,61103.361999999994,63469.899,0.5094985753002003
285,2021-07-01,48087859.0,15432744.0,11629.804,5053.027,3265.684,17574.619,24449.968,61973.102,63520.603,0.5061656518946508
286,2021-10-01,51341215.0,16639641.0,11834.188,5141.514,3274.124,17970.109,25304.484,63524.418999999994,67980.856,0.5169439476857487
287,2022-01-01,48745449.0,16185369.0,12222.481,4945.945,3250.665,18163.856,26035.871,64618.818,64930.818,0.5012041716581898
288,2022-04-01,40117123.0,14074730.0,12404.747,4758.133,3253.701,18520.114,26070.381,65007.076,54191.853,0.45463372409998754
289,2022-07-01,38425162.0,13378655.0,12473.957,4687.083,3243.296,18839.56,26488.094,65731.99,51803.817,0.44074923482679623
290,2022-10-01,39851793.0,14546824.0,12573.923,4751.814,3220.85,19054.835,26851.376,66452.798,54398.617,0.45012809324574315
291,2023-01-01,43118659.0,14544763.0,12754.437,4815.012,3224.994,19068.887,27248.228,67111.558,57663.422,0.4621393006835184
